token_name,token_symbol,token_address,current_price_usd,time,age,buys,sells,volume,makers,price_change_5m,price_change_1h,price_change_6h,price_change_24h,liquidity,fdv
HEN,HEN,gmt2s2favmk3rypdrjklwqcsussekftggndcdebxrrbd,0.00001724,2024-04-28_13-36-40,1h 47m,1927,1486,441000.0,1284,-33.80,-82.20,-69.28,-69.28,13000.0,16000.0
PumpMyPain,$PAIN,6hhmh4pxzwzhesurdnwydpf4ube5yqwmi5hj8chpmhus,0.053708,2024-04-28_13-36-40,1h 50m,505,568,195000.0,548,0,1.95,-93.38,-93.38,59000.0,37000.0
andrew taint,Gtaint,faywhtfoz1vbsxixr1djy2iqff36ygjmug9h8vczukv,0.0001699,2024-04-28_13-36-40,1h 51m,301,751,39000.0,344,0,-3.57,-40.56,-40.56,26000.0,16000.0
buff cat,BUFF,j4gqtqxj2mmjrdzgtk7xhussbd3qtk79ulwbmecxn73u,0.00001201,2024-04-28_13-36-40,1h 53m,118,45,59000.0,113,0,-3.25,27.25,27.25,10000.0,12000.0
GROK Of Memes,GOM,8jnjmwxwnfeg2fszmyx5b5ksomrnmxuovfhaexqusghu,0.00006278,2024-04-28_13-36-40,1h 54m,708,274,213000.0,283,-0.11,12.77,56.76,56.76,998000.0,627000.0
Nentendo CTO,NENT,eh4vlnc5bczg2jtgb1dwcb8krmmzbat8rtyted2z5g8z,0.00004181,2024-04-28_13-36-40,2h 16m,3290,2394,998000.0,1997,53.57,-32.77,-25.42,-25.42,21000.0,41000.0
BRETTA,BRETTA,4uznwwbiqpszwah9v6bdrnude93aysuwkv6a2pehj4at,0.052635,2024-04-28_13-36-40,2h 19m,1376,1138,262000.0,995,-13.29,-3.73,48.93,48.93,28000.0,26000.0
China Coin,CHINA,12kwbamk6ztazlof3esp1k26kaauvqdjznza4en9ttbf,0.001971,2024-04-28_13-36-40,2h 23m,0,1,43000.0,1,0,0,0,0,99000.0,18000000.0
Solzilla,Zilla,fb3kkn18jdfp2xvhuajhzhobpm3i8wpsb3tkndmvweqj,0.053399,2024-04-28_13-36-40,2h 31m,628,675,174000.0,683,-0.91,4.51,-93.87,-93.87,57000.0,33000.0
Jupiter Perps LP,JLP,donz7k5p4zi3acik5hy2yjvmpvshvuudbbhwwojpa4az,2.61,2024-04-28_13-36-40,2h 33m,16,21,26000.0,10,0,-0.24,1.60,1.60,66000.0,2839000000.0
Soomurai,SOOMURAI,51hbte1qsq87sa2ncntp7ga6bxtdws3zqale3njy44zn,0.00008487,2024-04-28_13-36-40,2h 35m,403,643,87000.0,398,0,-1.36,-60.48,-60.48,15000.0,849.0
The American Eagle,EAGLE,3j5uc5dmugauxvayhai775q3otqe3xujyt3tx7ptdbu9,0.00003566,2024-04-28_13-36-40,2h 35m,2345,1787,529000.0,1212,25.62,113,2265,2265,14000.0,35000.0
VancatWifHat,VancatWH,5sxncbt69o4p484kzjc5enu8qzmgdvhkqgfybjk6dqmn,0.00001252,2024-04-28_13-36-40,2h 37m,197,126,20000.0,161,5.00,-1.02,27.23,27.23,62000.0,12000.0
CockyCockroaches,ROACH,1wp8wmidbtxidzxa7psbnphjbhxmlr4anmiqhdzg1ne,0.062869,2024-04-28_13-36-40,2h 38m,320,322,83000.0,237,0,-1.56,-10.45,-10.45,25000.0,19000.0
Moonboots,MOBO,7qd25suzhtdtlpeqlr96cavn1ax3cvhmjgihrs7j2cpk,0.051802,2024-04-28_13-36-40,2h 43m,294,183,21000.0,210,6.76,6.60,146,146,22000.0,18000.0
TIM,TIM,86cuqvqnxbqxbnn5ecjbvwzzygtfjg1arpxhivjnbuiy,0.004001,2024-04-28_13-36-40,2h 48m,73,105,65000.0,11,-1.74,-14.12,-1.52,-1.52,19000.0,40000000.0
Fuck Around And Find Out,FAFO,3slpftyci4q3jekytvtk23xa1lipktpvhjogke1pbrf2,0.051587,2024-04-28_13-36-40,2h 50m,2254,1952,22000000.0,1235,-10.74,-37.47,235,235,77000.0,63000.0
Russian Cat,$RUSCAT,2eaicnknad21etw6a9ytvikrr4z74pwc8pbkpq2qoxhv,0.069230,2024-04-28_13-36-40,2h 52m,252,278,22000.0,225,0,-2.67,-24.13,-24.13,12000.0,923.0
Meteor,Meteor,6mxwxaf72zacvegfomzwm4yjsvleiusgseufqass2grf,0.061439,2024-04-28_13-36-40,2h 52m,802,235,109000.0,229,1.77,6.31,35.51,35.51,961000.0,562000.0
TIM,TIM,9nxlfvdsx3qb2hpgagpmegrfkpaxddqw8yfar714taf9,0.053555,2024-04-28_13-36-40,2h 54m,19,5,434.0,6,0,0,23.53,23.53,63000.0,35000.0
Smolies,SML,8tfz3pbcnwhfaruqu7j5cuctxywuwk1jkfye2kne1tsy,0.00001835,2024-04-28_13-36-40,2h 55m,2032,1484,594000.0,1330,0.17,73.32,-68.03,-68.03,13000.0,18000.0
bloop,$bloop,7xgrjawuvjblk1x4wafevipb1qx3vmswkscc8lrcrgge,0.053756,2024-04-28_13-36-40,2h 56m,15,5,587.0,5,0,0,31.32,31.32,65000.0,37000.0
Bloo Coin,Bloo,gvxcldga6q1ivyamgw4anwycsymvg9ugfy5mdzmvzpek,0.065717,2024-04-28_13-36-40,3h 7m,257,222,20000.0,179,0,-2.92,-66.29,-66.29,10000.0,572.0
CHATJEETPT,JEETPT,9fgybnahxcs8vjlwv8xmb19jrpgvmxevzczuob7qkhfc,0.00003670,2024-04-28_13-36-40,3h 8m,4554,3351,16000000.0,2671,-38.89,-63.21,-36.66,-36.66,20000.0,36000.0
Poopcat,POOPCAT,gqsza7zpruptey1uc65rc78ncozi8rscfmzpxwt2h5mi,0.00008525,2024-04-28_13-36-40,3h 13m,375,402,183000.0,225,0,-4.22,-8.00,-8.00,16000.0,853.0
LONG CAT,LONGCAT,dqk218niucxe9f1gzt5r9pvj8apfnzz8exjg8vbspr1i,0.00002085,2024-04-28_13-36-40,3h 14m,1048,781,335000.0,746,0,0.85,82.72,82.72,25000.0,20000.0
Coping Cat,COPI,2ur3sq6v8xyv1we5akvxyvrevitptt5deherapgx1vvu,0.051393,2024-04-28_13-36-40,3h 14m,281,280,28000.0,226,0,-5.68,10.91,10.91,13000.0,13000.0
Pataaate,PATAAATE,h7wuy1ay4v8kud8a4gkhrfmzgwz7vdnpehzgyvkprafm,0.052055,2024-04-28_13-36-40,3h 14m,429,394,55000.0,371,0,-8.38,24.59,24.59,32000.0,20000.0
SUPPOMAN,SUPPOMAN,2zrmpeat65m8p3hzy4epmxvwduvupq1qlr9oq6epins3,0.00001790,2024-04-28_13-36-40,3h 27m,280,300,54000.0,218,-22.43,209,452,452,54000.0,17000.0
POODLX,POODLX,52hck8qudnrzsz9b1yrxfwn2hwjb18pmmnog5ofaxyq5,0.0002693,2024-04-28_13-36-40,3h 28m,37,113,16000.0,35,0,1758,7429,7429,12000.0,26000.0
Pika the CAT,PIKACAT,4mwq8gwgjafrz3m6yylrmbroepthp5unmet5dqofg8n2,0.0009175,2024-04-28_13-36-40,3h 28m,3440,2728,26000000.0,629,0.17,-1.66,27.44,27.44,16000000.0,917000.0
BOOK OF BUCKS,BUCKS,7qjsfrvf8zrow2azpeso28aayrstidfamxgkgpabvde1,0.00006124,2024-04-28_13-36-40,3h 32m,38000,13132,11000000.0,2190,1.98,1.63,43.02,43.02,309000.0,612000.0
Prowler.AI,PROWLER,bvzy4efeu4bbtqqtmhkcqnojyemerm3zx3avxfekhupz,0.0001718,2024-04-28_13-36-40,3h 33m,912,837,185000.0,735,0,-3.14,-24.69,-24.69,25000.0,17000.0
Kitto,KITTO,xeqest4138zbbxp6acdyaj2zq9uujmhnnzayyfwddwv,0.00002775,2024-04-28_13-36-40,3h 44m,479,347,54000.0,395,-22.19,-12.88,85.08,85.08,28000.0,27000.0
VoiceChat,VC,ebasehdgnxj9wghjy5dgnat8u3jh5bmx7ifo2hgoakol,0.052391,2024-04-28_13-36-40,3h 50m,893,681,138000.0,683,-0.15,-13.26,11.78,11.78,36000.0,23000.0
Bunny Cat,BC,agp7oujj5dtubatwrkjdsypue3uevey3jnjn9wazobgy,0.00004795,2024-04-28_13-36-40,3h 56m,180,160,16000.0,183,0,-2.94,-4.68,-4.68,16000.0,10000.0
Samurai Cat,CATMURAI,52n4uy3tsac4ikfjcfua9rgyjyczpzshh1m6s6bk2wky,0.077933,2024-04-28_13-36-40,3h 56m,454,365,58000.0,383,0,0,-62.90,-62.90,11000.0,793.0
LARRY,LRRY,97sbvosccpnacffddu9yf2jnufmxbeufwc9ymuujvpp9,0.00001776,2024-04-28_13-36-40,3h 59m,3874,2977,10000000.0,2204,-10.54,-44.98,-68.25,-68.25,13000.0,17000.0
Grokwifhat,Grokwifhat,eskihf6p2x1fqnfebdmhkwku3dtu5ciqfx5338hzvrep,0.062660,2024-04-28_13-36-40,4h 3m,90,62,17000.0,79,0,-9.49,85.89,85.89,19000.0,26000.0
PuppyKing Coin,$PKC,gkbpaaaupxxjrrh6u2oj44eppq7bm2gkrusxng9cco6j,0.052248,2024-04-28_13-36-40,4h 10m,360,318,35000.0,308,0,-15.38,18.43,18.43,34000.0,22000.0
Solk Road,SOLK,gx3ydemfutegjhmq7o33s3rkfba5jejx4uu2vnpvmwrs,0.053645,2024-04-28_13-36-40,4h 18m,446,462,163000.0,501,0,-0.03,-93.41,-93.41,59000.0,36000.0
Tokoloshe,TOKO,hxyf41qhxtogaanrwfvjhytujhv1pnfy8kr25cbtuzi,0.052767,2024-04-28_13-36-40,4h 20m,303,204,28000.0,271,0,-2.54,45.83,45.83,30000.0,27000.0
The Road Built for MEME,SolkRoad,azxjpzxmffmjuvq9xfacxiyuhmr8zarv6zonwjvjbizt,0.01374,2024-04-28_13-36-40,4h 22m,7659,3095,49000000.0,2444,-0.65,0.17,37.72,37.72,23000000.0,13000000.0
PEPE Milk Mommy,PELK,6nehr3fgrhvyd4fsmxhw5ovk8t54prf1maiy86uaotjr,0.051216,2024-04-28_13-36-40,4h 29m,3420,3457,518000.0,2971,0,-11.23,-75.59,-75.59,20000.0,12000.0
QIANCAT,$QIAN,86uzy8aa2htmemhncthlcsbt28gcjqbhmfcp6zpseyxr,0.051121,2024-04-28_13-36-40,4h 33m,404,598,51000.0,347,-1.55,8.77,-3.40,-3.40,14000.0,11000.0
Devil Pepe,DIVOL,3sb78cvhr2a1awtky6m5vyk8vd827wcxrixbjqczoler,0.051878,2024-04-28_13-36-40,4h 33m,331,107,56000.0,253,0,-1.04,28.92,28.92,324000.0,187000.0
MoonObama,Obama,br55zpjdgf8rf8ixddgdvwyyumltamokkoc2ch6jy1mu,0.057885,2024-04-28_13-36-40,4h 33m,320,177,18000.0,267,1.29,2.05,547,547,52000.0,78000.0
FATCAT,FATCAT,69bpuuluhpy5ckyrfv5seus7zsndocnznwqhvyr6ebs5,0.054394,2024-04-28_13-36-40,4h 36m,392,492,97000.0,541,-0.73,-0.24,-92.07,-92.07,64000.0,43000.0
Monalisa Coin,MLC,fgx1e9gvndfzkjgjf6p88gn5nhwag3jv6wyxboqjczrt,0.051740,2024-04-28_13-36-40,4h 38m,95,63,14000.0,94,-83.47,-93.24,-97.86,-97.86,10000.0,12000.0
RIP Kabosu (Wormhole),RIPDOGE,ff7ijuvizp2g4djjypv9vkly3ayixsa5uoq224v58gye,0.054100,2024-04-28_13-36-40,4h 38m,99,24,19000.0,96,0,0,32.87,32.87,42000.0,82000.0
Kento,KENTO,g5fbpxfxe8xqol3cspx3gh7hvyxpceqbth5xxvmj4zsb,0.00002336,2024-04-28_13-36-40,4h 40m,2592,2160,440000.0,1229,42.06,-85.51,4017,4017,58000.0,23000.0
Casino of Memes( 89KX9c3rNoW5sVnwMQvPPFgYKxpABupCSqXUtB1CW5J2 ),COME,cpmwby9edy4dcccstxxxmmepedbndgxqn9fcrlbnl5vu,0.00002435,2024-04-28_13-36-40,4h 41m,110,21,12000.0,90,1.93,22.16,1593,1593,11000.0,24000.0
raccoonwifmilk,MILK,4rd4i2gvshhb3gtlftcs6adbukbx7g1jaqw1ds4egdpu,0.052222,2024-04-28_13-36-40,4h 45m,2369,2048,484000.0,1565,0,-6.89,88.60,88.60,32000.0,22000.0
Pici,PICI,hubxjtqu7enxf7eqbbwvrhrvwpeeqwfvy85jcpxl1mjl,0.052674,2024-04-28_13-36-40,4h 49m,217,200,13000.0,209,0,0,30.21,30.21,37000.0,26000.0
Chigga Cat,CHIGGA,ettaggsemrrhvvdwb3qakrdzglv7jtkdk1cwjfwuclxe,0.053790,2024-04-28_13-36-40,4h 54m,922,666,278000.0,680,0,-5.12,-93.16,-93.16,61000.0,37000.0
