token_name,token_symbol,token_address,current_price_usd,time,age,buys,sells,volume,makers,price_change_5m,price_change_1h,price_change_6h,price_change_24h,liquidity,fdv,pair_address
The Zen Zone,ZEN,,0.001386,2024-05-01_19-34-09,240,105,36,13000.0,102,6.91,6.91,6.91,6.91,267000.0,138000.0,ix7erfst2glxag1dhzur31k1dpxqv4gdxi1sfiupa7r
SnackSwap,SNACK,,0.0005051,2024-05-01_19-34-09,360,52,5,20000.0,33,7.56,8.25,8.25,8.25,96000.0,50000.0,azo8kjrc8bqvmb5nqtsnqbohck2hqragqxyiz1tgvbnv
Trump is a silly fat guy,FatTrump,,0.00001439,2024-05-01_19-34-09,360,52,6,28000.0,40,9.45,14.01,14.01,14.01,83000.0,44000.0,3hxclvrteyajvcmmnthgdrqgnwkkcjk6damvhicxoofu
Obuma,Obuma,,0.057929,2024-05-01_19-34-09,540,331,171,23000.0,257,10.43,1057,1057,1057,45000.0,79000.0,5ktrzequbhxejgmedtw8vdrzhwgvdtkofxqrzmsy8jgq
Brian ,BRIAN ,,0.00006865,2024-05-01_19-34-09,960,217,90,28000.0,199,-5.75,32.90,32.90,32.90,24000.0,68000.0,32ueqkfnxy2wjfh6csoj859pkttey9527ng3lomjm6mu
Lilo Twins,$LILO,,0.0001954,2024-05-01_19-34-09,1200,693,421,273000.0,534,-1.47,278,278,278,41000.0,136000.0,6am3cqveajbmuceiezmsfthnh6gygkrjby1bdvbgcwfr
No Rug Rick Token,$NRRT,,0.0001996,2024-05-01_19-34-09,1560,872,508,271000.0,633,35.66,285,285,285,42000.0,199000.0,fuf6a5cw9algz6vbjfs5edfr45jctc4ulbhkfatdjxrt
Cough Cat,CCat,,0.00001912,2024-05-01_19-34-09,1860,197,145,26000.0,234,-1.91,-62.49,-62.49,-62.49,12000.0,19000.0,32umrcarxtkhedqb3s2alh4vx3l7f8iefp9awhydxjho
PISSING DOG,PISS,,0.079306,2024-05-01_19-34-09,1980,193,149,80000.0,170,-1.51,-15.86,-15.86,-15.86,17000.0,931.0,31v7uwuz5tsbhpseddfrdo3dcdc16ivmzcuxvtketkvk
JCwol,JCWOL,,0.00006841,2024-05-01_19-34-09,2520,723,715,116000.0,504,33.09,831,831,831,41000.0,68000.0,6vszfp9yjlvz3hka8wucrjkte5wfrjurzpxtthm61mvu
JUGZ,JUGZ,,0.00003132,2024-05-01_19-34-09,2640,373,209,59000.0,284,1.89,-38.75,-38.75,-38.75,16000.0,31000.0,8qusuvgnac178j1qsfv2dbsxwqxizvbfjbdyza3qvpjq
Telegrem,TG,,0.0003392,2024-05-01_19-34-09,2760,1750,752,311000.0,1122,3.75,5940,5940,5940,99000.0,41000.0,93aekl171l4fmqgvwzbtcggwjssklozkakkdghfp52l6
Four Months CZ,FOMO,,0.0002002,2024-05-01_19-34-09,2760,173,108,37000.0,81,15.59,1432,1432,1432,10000.0,20000.0,gwkqwu5suoead9vsriqah1sjxhnrbcmvaz8qkfspveps
