token_name,token_symbol,token_address,current_price_usd,time,age,buys,sells,volume,makers,price_change_5m,price_change_1h,price_change_6h,price_change_24h,liquidity,fdv,pair_address
SnackSwap,SNACK,,0.0004664,2024-05-01_19-29-28,60,26,4,128.0,26,-0.05,-0.05,-0.05,-0.05,93000.0,46000.0,azo8kjrc8bqvmb5nqtsnqbohck2hqragqxyiz1tgvbnv
Trump is a silly fat guy,FatTrump,,0.00001303,2024-05-01_19-29-28,60,33,4,671.0,33,3.24,3.24,3.24,3.24,79000.0,40000.0,3hxclvrteyajvcmmnthgdrqgnwkkcjk6damvhicxoofu
Obuma,Obuma,,0.056205,2024-05-01_19-29-28,240,245,120,18000.0,197,806,806,806,806,40000.0,62000.0,5ktrzequbhxejgmedtw8vdrzhwgvdtkofxqrzmsy8jgq
Brian ,BRIAN ,,0.00007422,2024-05-01_19-29-28,600,200,73,26000.0,188,6.65,43.68,43.68,43.68,25000.0,74000.0,32ueqkfnxy2wjfh6csoj859pkttey9527ng3lomjm6mu
Lilo Twins,$LILO,,0.0001936,2024-05-01_19-29-28,840,562,331,209000.0,469,-11.86,274,274,274,41000.0,135000.0,6am3cqveajbmuceiezmsfthnh6gygkrjby1bdvbgcwfr
No Rug Rick Token,$NRRT,,0.0001399,2024-05-01_19-29-28,1200,780,450,240000.0,584,33.95,170,170,170,35000.0,139000.0,fuf6a5cw9algz6vbjfs5edfr45jctc4ulbhkfatdjxrt
Cough Cat,CCat,,0.00001949,2024-05-01_19-29-28,1560,194,140,26000.0,231,-8.84,-61.76,-61.76,-61.76,12000.0,19000.0,32umrcarxtkhedqb3s2alh4vx3l7f8iefp9awhydxjho
PISSING DOG,PISS,,0.079449,2024-05-01_19-29-28,1620,193,147,80000.0,170,-7.52,-14.57,-14.57,-14.57,17000.0,945.0,31v7uwuz5tsbhpseddfrdo3dcdc16ivmzcuxvtketkvk
JCwol,JCWOL,,0.00005707,2024-05-01_19-29-28,2220,687,695,114000.0,486,109,676,676,676,37000.0,57000.0,6vszfp9yjlvz3hka8wucrjkte5wfrjurzpxtthm61mvu
JUGZ,JUGZ,,0.00003074,2024-05-01_19-29-28,2340,370,205,58000.0,283,1.37,-39.88,-39.88,-39.88,16000.0,30000.0,8qusuvgnac178j1qsfv2dbsxwqxizvbfjbdyza3qvpjq
Telegrem,TG,,0.0003243,2024-05-01_19-29-28,2400,1732,736,306000.0,1114,-29.63,5674,5674,5674,97000.0,39000.0,93aekl171l4fmqgvwzbtcggwjssklozkakkdghfp52l6
Four Months CZ,FOMO,,0.0001723,2024-05-01_19-29-28,2460,159,98,34000.0,81,39.07,1219,1219,1219,95000.0,17000.0,gwkqwu5suoead9vsriqah1sjxhnrbcmvaz8qkfspveps
AiDrop,AiDrop,,0.00002607,2024-05-01_19-29-28,2820,576,442,93000.0,469,32.49,-49.47,-49.47,-49.47,15000.0,26000.0,fmi48nltdiyjrcnkzh68ltvyrcxv9tuxtu1ccw4wf8ry
HUMPCOIN,HUMP,,0.052071,2024-05-01_19-29-28,3480,145,42,34000.0,144,-6.89,43.67,43.67,43.67,10000.0,62000.0,52m5bbxgdrtkmcldjn4veyu6qzspymzkv56slchnach6
jew bidon,bidon,,0.002830,2024-05-01_19-29-28,3480,487,313,87000.0,397,3.20,876,876,876,10000.0,28000.0,7opq5g2qf2rssv8zjiapm6gzwqkbvhszk6bvcfu7imws
Vietnam Coin,Vietnam,,0.0001124,2024-05-01_19-29-28,3540,313,665,27000.0,293,26.63,1075,1075,1075,59000.0,11000.0,2gfqp814nvde5o8r3fqjrq6it1jyxtgad11x9422kczu
Blue King,BLUEKING,,0.001001,2024-05-01_19-29-28,3540,145,22,16000.0,43,-0.99,6.22,6.05,6.05,96000.0,50000.0,8j1nwucq93anhfnqsgrh3rwwehfubo9b2uwyp15rvbpo
Mimi,MIMI,,0.00002158,2024-05-01_19-29-28,3900,713,544,142000.0,531,-17.08,-65.78,-59.48,-59.48,13000.0,20000.0,dxdv9mjnwluvu8fec6ypuow1xwwvqwkucfwqhjsmczrm
SOLMATE AI,SOLMATE,,0.00001205,2024-05-01_19-29-28,3960,347,336,27000.0,316,1.02,-81.05,-25.28,-25.28,14000.0,12000.0,7d9s2dhyxn2dyvb3eg1ape6hgfjuuuuvt4nvnv2rteid
Bidenwifhat,BIDEN,,0.00002717,2024-05-01_19-29-28,4140,346,18,23000.0,48,5.28,194,252,252,97000.0,92000.0,eixeafztz24z9mdfzhpztvfpgqtka5hwop5aqm2rsk4j
Swrek,SWREK,,0.052293,2024-05-01_19-29-28,4380,200,217,40000.0,222,0,-97.05,-95.61,-95.61,44000.0,22000.0,aq4aulahi7dwzkb52aeafxebxb8cbbodsudm9nqg4kkw
Trumpwifhat,TRUMP,,0.00001385,2024-05-01_19-29-28,4380,509,14,23000.0,50,3.85,74.54,102,102,152000.0,109000.0,8kzsthnaho621mrrkklskvochk6sbrlfmguu7efcar9n
Book Of Prison,BOP,,0.055958,2024-05-01_19-29-28,4440,747,598,65000.0,520,32.17,-41.14,756,756,39000.0,59000.0,5pkuivwr5sfudzahjzte35pz62zufbuce69dfbrkd4sk
ANGEL,ANGEL,,0.053166,2024-05-01_19-29-28,4500,496,429,158000.0,445,-1.35,-11.55,-94.10,-94.10,52000.0,31000.0,hszq29kyddhndtjw23r4zgkxcbxdxhtgjqbmg9uetkjp
TIM,TIM,,0.003117,2024-05-01_19-29-28,4680,2,3,131.0,5,0,0.46,0.46,0.46,22000.0,31000000.0,2jnvm3xkfgpiiefcajplisfabujj9msjvdrv6ppnbuyk
Unfuddables,PB&J,,0.00005124,2024-05-01_19-29-28,5340,538,424,157000.0,426,0.34,29.03,-0.78,-0.78,21000.0,48000.0,cpbmhdu2wehqhhgj4mzhnwmqvau5ngzocbpmydvkbjpb
Hypnotoad,TOAD,,0.062141,2024-05-01_19-29-28,5700,78,28,17000.0,76,-0.91,5.71,8.20,8.20,28000.0,21000.0,9h2cbevzejh25gga6rxtqbmrkhzxmzvxzjmzsltbm5h3
Emo Pepe,EMOPEPE,,0.068234,2024-05-01_19-29-28,5760,316,278,24000.0,243,5.43,-62.30,18.30,18.30,14000.0,823.0,darpvbqryugjhnohge2jgxksw2aw1iim9y9fyakf32gt
Reservoir Cats,RATS,,0.055165,2024-05-01_19-29-28,5760,664,600,152000.0,531,-2.27,-53.89,-89.99,-89.99,67000.0,51000.0,gthe6ppvbqnven1ddcc9mfwxn1cag4ezyftuwfcetbu9
🇱🇷 Trump Pepe,$TRUPE,,0.0002631,2024-05-01_19-29-28,5820,5728,1576,62000.0,4495,1.32,12.09,21.05,21.05,66000.0,105000.0,7uiceimc3qqw1xtfznimrvspcg4rylvavpuem9tstjtg
TRIXIEPUPPY,TPUP,,0.052298,2024-05-01_19-29-28,6120,300,212,21000.0,282,-3.30,-39.25,42.59,42.59,33000.0,25000.0,hzsz6elmgfhchrkbdpkrkdhhdxikqrcv59mocyjk1emt
🦇BATMAN ON THE MOON,🦇BATMON,,0.0005676,2024-05-01_19-29-28,6300,4790,336,12000.0,4290,0.37,11.55,30.74,30.74,68000.0,76000.0,dbslgppesb6seaxtrjvvubdntxs5buqkjxfay7yurd1g
PEPE POLICE,POPO,,0.051782,2024-05-01_19-29-28,6720,64,20,10000.0,64,0,-1.02,-2.98,-2.98,31000.0,17000.0,61dtfo7svuqfmjjygbyu6a7u4nhbrvngewoohhnmfizz
🪭 Sora Geisha Cat,$GEKAT,,0.0002020,2024-05-01_19-29-28,6900,2929,1373,24000.0,2788,0.84,22.87,41.02,41.02,71000.0,121000.0,bze6wicu7pph4sujgw6zw9cvhkpzb4yr7guenjrfv7gc
Kermit the Frog,kermit,,0.0002747,2024-05-01_19-29-28,6960,1393,951,583000.0,867,-11.60,41.48,435,435,49000.0,113000.0,hwoykoqbpl9gl8rrhbj9rxtfahpo8ns7t89qtwijrxz5
Kanji,KANJI,,0.00002242,2024-05-01_19-29-28,7200,2686,1946,829000.0,1490,-15.78,-70.16,-55.99,-55.99,14000.0,22000.0,6uz3c3uuxleldjkponbqranppvxyzpntpw5kmxuhesfy
LIGHT,Light,,0.053177,2024-05-01_19-29-28,7260,465,543,119000.0,403,0,-1.21,-94.10,-94.10,52000.0,30000.0,gcnez5buh8ccxd6qizyyagtqq7xkc74aft488atfiqw3
🔥 PUPU THE PEPE's GF,PUPU,,0.00007499,2024-05-01_19-29-28,7740,4309,2144,16000.0,3767,1.77,10.07,28.02,28.02,40000.0,67000.0,4m42pqf4dxtw1izmu8iief548ebfyqsj3jcrv2soekkg
Communist Takeover,CTO,,0.053379,2024-05-01_19-29-28,8280,451,385,188000.0,388,0,-5.01,-93.80,-93.80,54000.0,33000.0,btkuujv24woxwxj3fqrv2ob78u8xecykbabbhagrtw6p
Itsy Bitsy Spider,ITSY,,0.055735,2024-05-01_19-29-28,8520,1165,944,200000.0,750,-25.73,-83.92,-89.00,-89.00,71000.0,57000.0,88hecvzfnvfkp1lx4bny2wxd4fe785ska86njuvqkmmt
benince,benince,,0.052557,2024-05-01_19-29-28,8580,779,549,64000.0,447,-16.99,-66.46,170,170,27000.0,25000.0,efpncrlvr6acuzhaffj4119x1gfdi5y67imadrfff1rm
SUPERSOLMAN,SUPASOL,,0.056342,2024-05-01_19-29-28,8640,255,153,22000.0,215,-10.05,-29.75,67.99,67.99,35000.0,47000.0,33ecnhbsqpbbfcjvqkewxpglxj1gzjqsma94npqtzgce
Classy Degen,CLASSY,,0.00002425,2024-05-01_19-29-28,9060,265,145,160000.0,203,0,-3.69,199,199,19000.0,24000.0,avdr35cqpdkaedjkpbg3ogdhspsade9npqan6s6y52tj
DUMBIE,DUMB,,0.052278,2024-05-01_19-29-28,9300,343,238,34000.0,292,-4.87,-29.41,51.53,51.53,33000.0,22000.0,5gfbzxsayhnsdqsskhjdxb2h9acyh6q5kybydvbucgfy
❄Snowy Doge On Solana,❄SDOGE,,0.0001898,2024-05-01_19-29-28,9420,3409,2339,20000.0,3174,2.14,11.60,36.69,36.69,67000.0,113000.0,j1jdsenrtxqnkt55dfb3tmdktlyjqr47akvunxjoqlyx
tooker kurlson,tooker,,0.06337,2024-05-01_19-29-28,9660,39,43,12000.0,37,-1.77,-9.26,-11.80,-11.80,54000.0,615000000.0,ecwfevz6o4kbmemac1uvxbrqctjw2gqxrny448i6xjzz
WOSH,WOSH,,0.00001847,2024-05-01_19-29-28,9720,1043,837,191000.0,780,-17.32,-35.28,-64.44,-64.44,12000.0,16000.0,gtvbkuxdfjhpxlo2abbewytwmqmp1b7r12lxmwnwceg6
Desi Hasbullah,HASJEET,,0.058136,2024-05-01_19-29-28,9780,251,785,40000.0,278,0,-1.30,-21.53,-21.53,15000.0,814.0,3bgzpswvstfsuvrdid2wmmyundl7akdaahodfshwssdb
bigi,bigi,,0.00005780,2024-05-01_19-29-28,10320,3829,2646,12000000.0,1987,-16.15,58.68,8.25,8.25,24000.0,53000.0,bxrxpfs8smvduniimcrzkdvcxroafbnkxq1taxxnbz6c
SHIBI,SHIBI,,0.051198,2024-05-01_19-29-28,10500,450,824,43000.0,346,-10.91,-10.91,99.17,99.17,15000.0,11000.0,dpvf1qhrnnzn865jw7euwyith355ugeqnxsjosgnppmt
YESTARE,YE,,0.065323,2024-05-01_19-29-28,10740,145,237,94000.0,132,0,0,-53.69,-53.69,10000.0,532.0,7lfgj5bvypbfubkrbb8edjg8k656rogzsnyn4xdpbc4o
dokwon,FOUR,,0.069541,2024-05-01_19-29-28,10860,235,676,24000.0,202,0,-0.96,20.70,20.70,15000.0,954.0,a7gpujcgo4idgs8d18astawzhty4fuzwgpx4qeyfgt2s
Book of Wif,BOWIF,,0.0002176,2024-05-01_19-29-28,11040,5207,3518,13000000.0,2234,-9.12,-13.29,319,319,46000.0,217000.0,hkcrjv34ivf4kcuclqmzrsjwosac7k9fah7xx17tlri7
CZ SCOFIELD,CZOUT,,0.057033,2024-05-01_19-29-28,11700,1619,1916,281000.0,1095,0,-6.24,21.91,21.91,14000.0,865.0,7erspgdytz4qv5fljjtie6oebcgw6shgexkknecxsglk
SofaKing,SFKNG,,0.052152,2024-05-01_19-29-28,11820,374,231,45000.0,328,6.07,15.92,44.09,44.09,32000.0,21000.0,4kpa3dotqez2g9gaqnz6pbjy2ybhp3bwx4kmpkkuiyd7
