token_name,token_symbol,token_address,current_price_usd,time,age,buys,sells,volume,makers,price_change_5m,price_change_1h,price_change_6h,price_change_24h,liquidity,fdv,pair_address
TRUMPWIFHAT,TRUMPWIF,,0.057186,2024-05-09_15-37-37,60,39,8,585.0,39,1.82,1.82,1.82,1.82,140000.0,71000.0,bjkhegxtiber1dxp2z8f26dxj2kbvadumbdkm1cayywe
Flawor,FLAWOR,,0.00002854,2024-05-09_15-37-37,120,171,98,41000.0,215,-58.65,-58.65,-58.65,-58.65,16000.0,28000.0,hlbz4gfi8pucueztj7rsfhuzqsq6tng5dzuvpyszwdnf
BORED AT WORK,BAW,,0.00005630,2024-05-09_15-37-37,120,76,22,23000.0,83,-3.00,-3.00,-3.00,-3.00,23000.0,56000.0,dq17ihspj1qmvtjupqrx5j46dfcvcbzoxopu6eetp2ve
Donald Trump,Trump,,0.00001105,2024-05-09_15-37-37,180,61,13,24000.0,53,7.56,7.56,7.56,7.56,125000.0,65000.0,6yy2peu1bdn3pfddsaiwobytw4phekiscshvrxcmeqna
Nala Cat,NALA,,0.00004869,2024-05-09_15-37-37,360,116,44,20000.0,91,-36.46,1506,1506,1506,12000.0,48000.0,5bnesjrwrgbequgizgdyljc2fvbmwxnzpp8gjawlyyfy
TRUMPWIFHAT,TRUMP,,0.056677,2024-05-09_15-37-37,420,65,10,48000.0,42,9.71,17.63,17.63,17.63,121000.0,66000.0,bfwuctwc1bdtnhzxsc7gftumivebnm3esrqbyhbqjecz
Smokey the Bear,Smoke,,0.0005569,2024-05-09_15-37-37,540,262,134,39000.0,205,2.59,6510,6510,6510,12000.0,55000.0,gnwc7z1derp7bik3t7uefqg3qkgk5kfssnnaf1uzv92h
Sugar Glider Inu,SUGLI,,0.001725,2024-05-09_15-37-37,600,741,642,213000.0,733,-2.12,13.66,13.66,13.66,324000.0,172000.0,2jbwqnluklknffchpbxufnxqkda83ewyjbiqku3ozdhe
TRUMP2024,TRUMP2024,,0.00002408,2024-05-09_15-37-37,660,100,11,89000.0,51,5.65,22.76,22.76,22.76,178000.0,98000.0,2uqka3dzvppat1hcmpuhkdj2cuytnvp6aq4evybqn38j
HOOTIE,HOOTIE,,0.00003574,2024-05-09_15-37-37,720,268,156,41000.0,265,7.87,-38.72,-38.72,-38.72,18000.0,35000.0,e557ffatrfnbbdaas199gheejcrrpuaddfahywhqvbxj
SolGoodman,Saul,,0.051008,2024-05-09_15-37-37,720,135,61,51000.0,138,-82.62,-74.83,-74.83,-74.83,15000.0,10000.0,2qu5hfz3ovnmsgd9vqqpifj3twd8nfzyrhbuawajudmn
OBAMA WIF HAT,OBAMAWIF,,0.00005139,2024-05-09_15-37-37,960,337,350,28000.0,307,274,74.43,74.43,74.43,19000.0,51000.0,8z1xt6laaz8rz5ijmy7wuk6rk8dmcqga6exjbmzhxh6z
dogwifhat2,WIF2,,0.002155,2024-05-09_15-37-37,960,355,206,175000.0,91,12.81,141K,141K,141K,115000.0,21000000.0,4plf387gjeb7ieajm7nrkmb3atctsx2btpkwtgpmptkx
BIG NATURALS,$NATURALS,,0.00001151,2024-05-09_15-37-37,1080,196,171,52000.0,228,24.88,-80.20,-80.20,-80.20,10000.0,11000.0,daa7dgwaqv8x9kursdl8h9dibuc8ai1kvh6swhyfprb
YIN,YIN,,0.006441,2024-05-09_15-37-37,1140,1381,892,688000.0,847,-46.35,703,703,703,46000.0,64000.0,5hmvnk1caccaq9tg2l6cdpjbvchgm6nbcaowt1emxsxy
Trump Hair,Trump Hair,,0.058974,2024-05-09_15-37-37,1200,135,15,82000.0,47,10.27,59.17,59.17,59.17,76000.0,48000.0,ey28qgv9gojeq7hfdt7kanzc4iumal2vdsy9mbwnbdsq
Apein,AEI,,0.063087,2024-05-09_15-37-37,1200,151,58,13000.0,150,0,102,102,102,34000.0,30000.0,fxhdnvk95uuwtsy1dxgrihihusqz1i4n8pfwhy42snpz
trumpio,trumpio,,0.0001694,2024-05-09_15-37-37,1260,1271,809,351000.0,891,-9.01,188,188,188,41000.0,164000.0,5r9ps85epwzbskfv918i4bdsbknbuopanuhy5apff5ke
The Catrix,CATRIX,,0.0008138,2024-05-09_15-37-37,1500,1415,1006,770000.0,681,54.87,47968,47968,47968,69000.0,813000.0,8ro8tygczvbaaivtv4t1tutbdw4aaaa6v3fcfylmuz8y
Yeet Sol,YEETS,,0.051258,2024-05-09_15-37-37,1800,267,167,18000.0,217,-23.92,-55.05,-55.05,-55.05,12000.0,12000.0,earyhxo8shg1bdynp3wcveurtwkxaw9r7a2tccrnbigg
McDonald’s cat,MCAT,,0.00004298,2024-05-09_15-37-37,2160,69,37,94000.0,66,3.94,42.78,42.78,42.78,25000.0,42000.0,6u297vdecbgoc3ovxwttnrkxr98omzwvnmpfwzwuhbuy
Mystery Coin Launch,Rabolution,,0.053527,2024-05-09_15-37-37,2340,259,173,55000.0,233,2.54,-93.95,-93.95,-93.95,59000.0,35000.0,2dupf5yezz2u5db38dgtbmxr9gfuzghmg6g2o7hsyiux
Cabal Trump,CABALT,,0.0001056,2024-05-09_15-37-37,2520,1571,893,300000.0,1113,-11.31,80.95,80.95,80.95,33000.0,105000.0,3c3ew8lccj37qqnlvwf3t2ytjircuk5t6ffe6f6bfaa5
Solana Rhoades,SOL,,0.064220,2024-05-09_15-37-37,2580,278,231,18000.0,240,16.45,-22.22,-22.22,-22.22,12000.0,11000.0,9tq7qejswkgwrwweftnupsae457d4xov14qo7pu55ubm
Trump Family Guy,FTrump,,0.051346,2024-05-09_15-37-37,2640,383,239,75000.0,318,0,77.87,77.87,77.87,18000.0,13000.0,9bs8a8eye4udazhyqpmqf3iw35hxb84ml9nmnkxrxeyc
VOTE BIDEN,VOTEB,,0.00005049,2024-05-09_15-37-37,2640,57,40,27000.0,50,249,2130,2130,2130,21000.0,50000.0,bxebxo5amgguqz1fa161bzdkurm6nrhblxxv2kb1pj5d
Pepe Kart Racing,PEPEKART,,0.052329,2024-05-09_15-37-37,2700,376,380,37000.0,300,-26.24,80.80,80.80,80.80,21000.0,23000.0,hrmwz66g1dr9czfojkbwepjz6gsr9ccymzfrzzh1dre6
