token_name,token_symbol,token_address,current_price_usd,time,age,buys,sells,volume,makers,price_change_5m,price_change_1h,price_change_6h,price_change_24h,liquidity,fdv,pair_address
CZ-4,CZ-4,,0.00001434,2024-05-01_08-51-40,32,24,0,323.0,24,65.89,65.89,65.89,65.89,18000.0,14000.0,4nbformh3jk4buhscxauaerwgc54v5czwcvowxzokrl7
The Maze,MAZE,,0.001302,2024-05-01_08-51-40,120,83,27,94000.0,82,5.58,5.58,5.58,5.58,253000.0,130000.0,6ipz69ljhyk1ftnpph57htigf4rlwdmx1m357bz8jeu5
WASSIE TOTEM,WASTOTEM,,0.00003511,2024-05-01_08-51-40,180,70,16,42000.0,67,1802,1802,1802,1802,93000.0,35000.0,gvxzqnjfds9s2fpgbvhj9e46iv4sb6kmzckivt6grwud
Innovative Energy,IE,,0.00001241,2024-05-01_08-51-40,240,115,11,376.0,114,-0.18,6.48,6.48,6.48,13000.0,68000.0,aemd9jq6pkzgqwl27xhmavwzn55wzeqend1uupre8ufu
Sol Park,solpark,,0.0001915,2024-05-01_08-51-40,300,183,87,23000.0,168,-4.93,1456,1456,1456,69000.0,19000.0,feky4g24upczlcbaxmqznkfly3gqj8eppyaqn4arutev
Sam want Fuor,SAFU,,0.054515,2024-05-01_08-51-40,360,88,43,36000.0,86,-28.01,44.12,44.12,44.12,14000.0,45000.0,enkyfu46kmvdqts5ogjnq81zup3habyhjv39gahvbpup
JIJI NEKO,JIJI ,,0.00007872,2024-05-01_08-51-40,420,77,18,13000.0,53,-0.17,1793,1793,1793,33000.0,78000.0,2mw8hnnujkv4svrjzehvdgmwyhhuakhttq1regatqde1
BANA,BANA,,0.00002407,2024-05-01_08-51-40,480,127,20,12000.0,125,-14.83,137,137,137,31000.0,24000.0,gsajhrnyquhto1ux5bq2smpaqedsrrqwgtwp8z7soduh
Kum & Go (fan token) ,KUMGO,,0.0002989,2024-05-01_08-51-40,480,876,700,403000.0,744,36.82,1516,1516,1516,122000.0,298000.0,azrgg3nwgsu4mh3jvkcnf7kyyhmkmxnaice7khtqjiyk
WhaleWise,WISE,,0.059457,2024-05-01_08-51-40,480,448,100,973.0,118,-11.23,28.60,28.60,28.60,14000.0,94000.0,axgwzshpkj2kkavsydqbcae4kps7icmbhvcxawbwxqkj
Wen,WEN,,0.052783,2024-05-01_08-51-40,540,15,2,invalid value: 180,2,4.51,12.57,12.57,12.57,52000.0,27000.0,aoh1d3f3rruenapn35ygzfrwkabxxeouumbm1ejpauby
