token_name,token_symbol,token_address,current_price_usd,time,age,buys,sells,volume,makers,price_change_5m,price_change_1h,price_change_6h,price_change_24h,liquidity,fdv,pair_address
Trumpwifhat,Trumpwif,,0.055583,2024-05-01_08-23-59,180,38,4,771.0,36,2.84,2.84,2.84,2.84,109000.0,55000.0,d6enzrzfuieqdmax7kb7ewu91uubxfb4gzg7f3m5hnsp
🌹 ROSE OF PEPE,ROPE,,0.0002007,2024-05-01_08-23-59,480,738,58,879.0,742,1.25,3.80,3.80,3.80,56000.0,80000.0,3kzjxnwwzq1jflxks8z46dtbqskyebpnxzfjy5pcnhgu
Red Green Blue,RGB,,0.001260,2024-05-01_08-23-59,480,400,348,83000.0,394,-6.49,3.09,3.09,3.09,248000.0,126000.0,hzepwa5myv9iazztsnxyts8jb1ckdaelkgf31kzjo3bu
nutflex,nutflex,,0.0007754,2024-05-01_08-23-59,540,252,570,27000.0,336,-93.81,-64.83,-64.83,-64.83,13000.0,775.0,guvh4ijumrk1umhiq1lgdbgtuwyiljh6wp5vweanthuh
Dumb ass Logan paul,$DEGLOG,,0.00006468,2024-05-01_08-23-59,660,456,343,55000.0,426,12.13,3426,3426,3426,12000.0,64000.0,4tdhmxwk3wdtkb7rxshmhwbisz6zeqlkobfkcdk2zpgy
4,4,,0.001605,2024-05-01_08-23-59,960,10,12,invalid value: 440,7,5.65,-9.77,-9.77,-9.77,19000.0,16000000.0,ez1kskwqikmw6h4yxzqlt3cy72eq3ansmomuedjvoqoa
BOOK OF BILLIONAIRES,BOBE,,0.009246,2024-05-01_08-23-59,1080,82,17,86000.0,77,-24.69,1399,1399,1399,47000.0,92000.0,3syvvstzb9jx2amsu9den37f3z7h6wsiusy4cquyqk1c
🐕 THE PEPE POPO INU,$POPO,,0.0001177,2024-05-01_08-23-59,1140,3169,341,43000.0,3178,0.04,5.51,5.51,5.51,55000.0,82000.0,gqswhkwbvrtwcg8asky7u4rzdedvfybduswskbef3et6
BOOK  OF  ASTRONAUT,BOA,,0.00002095,2024-05-01_08-23-59,1140,76,32,21000.0,73,0,-34.07,-34.07,-34.07,12000.0,20000.0,58bwoau9ru4qfmfqacjxuptg4w1wmyg8endnh8q6apmm
0,0,,0.055173,2024-05-01_08-23-59,1200,158,174,10000.0,148,35.41,509,509,509,22000.0,51000.0,bizfrsbr2nvh4tghdnkd9xihmdismx8gevp3kjealtey
xxxtuntocian,xxx,,0.0002496,2024-05-01_08-23-59,1260,458,392,44000.0,452,-83.41,26.65,26.65,26.65,31000.0,24000.0,12q5z3lkhbfg8jb1ctrh64a2rn9czpkfmlqpbqjfhwfj
Trumpwifhat,TRUMP,,0.00001734,2024-05-01_08-23-59,1380,118,12,89000.0,35,17.70,75.09,75.09,75.09,65000.0,43000.0,j8swskpduqssgtlqc3zo5yfzen8ywxjore2gdmrws2hd
Slothana,SLOTH,,0.01777,2024-05-01_08-23-59,1380,1019,142,441000.0,772,6.50,43.51,43.51,43.51,29000000.0,355000000.0,7mtjbvnetejymclrriwqhymzdzn4wgrftvtz5721b4bd
Prison Break CZN 4,PRISON,,0.0004623,2024-05-01_08-23-59,1560,377,220,56000.0,339,19.87,1837,1837,1837,18000.0,46000.0,cfha9m4kzwzdgk4de7r4a6vcvuhwexps1qbhchqchugy
The Blue Cat,Benji,,0.00002418,2024-05-01_08-23-59,1980,586,526,73000.0,439,-0.60,145,145,145,24000.0,24000.0,2cxop1rw3v3o3jpjcwysputhphr3zow1hcrurntojspt
SpainCoin,ESP,,0.00002330,2024-05-01_08-23-59,2280,232,159,44000.0,229,18.49,-53.13,-53.13,-53.13,13000.0,23000.0,8rslip4crkumtjmmow3r32uxa4kvw8qgdnrnlpfwoxn9
Portugal Coin,PRT,,0.00001145,2024-05-01_08-23-59,2340,109,524,68000.0,107,-67.62,9162,9162,9162,23000.0,11000.0,2rcx3ubadbnhvfnvbfx4ag7cxhksbankpbasehs6sf5f
Only1 (LIKE),LIKE,,0.09962,2024-05-01_08-23-59,2340,0,1,131.0,1,0,0,0,0,79000.0,272000000.0,hv6kkygfveqkjwsypbmjtbagxsoxrzezqh5zvvs5mq4v
BODEN2024,BODEN2024,,0.00001076,2024-05-01_08-23-59,2760,122,16,89000.0,45,2.50,42.75,42.75,42.75,105000.0,63000.0,r4zgdytczazjizmrcypwe6ayujj2xp9mzgakoihntlt
yutoob,yt,,0.00007542,2024-05-01_08-23-59,2760,2031,1303,498000.0,1309,-23.65,52.02,52.02,52.02,25000.0,75000.0,h5w6dr4wuky5jfjuvhnlyrzengpjseegf8umdlfqjkey
4+25+0=69,69,,0.055293,2024-05-01_08-23-59,3120,1307,879,142000.0,909,-39.86,240,240,240,32000.0,52000.0,bgjyyucrjzxrhwdj3oqeqjqeo5twpkhifw8uh3fjkfi7
Cheeze Zee,$CEEZEE,,0.0001436,2024-05-01_08-23-59,3300,524,595,64000.0,391,6.17,-24.20,-24.20,-24.20,12000.0,14000.0,8gfbixa2ijf3xx9wunhfrwqhfymytjttto2a3yk4rygf
PEPE 4,PE4,,0.054328,2024-05-01_08-23-59,480,13814,3195,222000.0,2104,2.11,11.57,17.02,17.02,239000.0,432000.0,bhj2wwkdjtuw3hjgsgtzcxay25bwanhf3ns1jep7ujz1
I'm Back,BEAR,,0.00002698,2024-05-01_08-23-59,600,1244,366,171000.0,497,4.08,83.42,82.14,82.14,398000.0,269000.0,fsdjarmy5r9qxiepljmcj9smdqsskt9g4mojjnrjawja
Trumpwifhat,$TRUMP,,0.00001614,2024-05-01_08-23-59,840,254,18,26000.0,47,5.58,116,144,144,141000.0,111000.0,hov529euvmxejd5gsnk3juvyzn9bqqatcyjkggn2qyg7
Famous Fox Federation,FOXY,,0.004694,2024-05-01_08-23-59,960,0,3,27.0,3,0,-0.75,-0.75,-0.75,16000.0,3229000000.0,5fmas6xhdoqojvg6pihsc5gfz6jrtedlwzv3g1t5mwnn
SMELLY CUTE SKUNK,$STINK,,0.051183,2024-05-01_08-23-59,960,751,791,138000.0,788,-3.40,-98.54,-35.84,-35.84,17000.0,11000.0,cmpmpimf4txhuekrzgaidqy7mtkns5m2qcc2fvknjhtf
BigShackq  ,SHACKQ ,,0.00001331,2024-05-01_08-23-59,1440,492,355,51000.0,370,26.35,-93.03,64.91,64.91,19000.0,13000.0,9zwm14mnrxxmh68opkz4vm3f4aoyvtgmiwhc8akkb1zi
pooma,pooma,,0.00008701,2024-05-01_08-23-59,1500,319,523,27000.0,369,19.69,-13.58,-60.98,-60.98,14000.0,invalid value: 870,2cmrmwaq1zdjn1nrzu22jcatbapbtmjwsguagehrckeb
Duper Layer,DUPLAY,,0.0009495,2024-05-01_08-23-59,1680,176,34,19000.0,45,0.05,-0.82,6.41,6.41,91000.0,47000.0,bqzzhhjlrqbv4rjtxzdpn4ncp2pe9hka4o44q9lp7owk
PixelPaws,PXPAW,,0.0004683,2024-05-01_08-23-59,1680,264,35,34000.0,35,2.02,0.88,5.04,5.04,90000.0,46000.0,bwpoy5nx5zylp51bthghz5dsn9hzssmmax2c4ns1vv9w
NEKO,NEKO,,0.052098,2024-05-01_08-23-59,1740,310,196,80000.0,287,-52.63,-46.89,-69.58,-69.58,13000.0,18000.0,cza6n8okvezajbwlxecebvs7jurj1vtghpwbeubrdqcs
MEMEDAY,MEMEDAY,,0.057030,2024-05-01_08-23-59,1860,116,122,15000.0,109,105,126,191,191,18000.0,62000.0,exxzgoqase38mkyzefxbxmg4nzoflplzbdvie9c8x3fe
ReUnion Together Stronger,ReUnion,,0.01297,2024-05-01_08-23-59,1980,2620,1420,11000000.0,989,0.67,24.66,37.93,37.93,21000000.0,12000000.0,4vholot2ztwkn2x5fldb1mqrnakt1kttlb4rfenq8ppr
25 Years SBF,SBF25,,0.0005193,2024-05-01_08-23-59,2340,849,192,134000.0,381,1.60,20.92,40.03,40.03,873000.0,519000.0,adfqbfwvw2xqasdcqajfvguljrqxzzfrgayucch2mdpj
EigenLayer,EIGEN,,0.0003534,2024-05-01_08-23-59,2520,9,5,28000.0,4,0,-2.86,-2.33,-2.33,62000.0,24000000.0,hwvzdptemqerofthurnynjeh3s8jtcmjp5yhxti786gt
POPPY,POPPY,,0.00002214,2024-05-01_08-23-59,2580,1157,1128,132000.0,755,25.21,-39.78,124,124,24000.0,22000.0,5dpj7wqovhurcakhv7hgnb8prxcyvjsffyzbz49vnquh
SelfieSteve,SSE,,0.00002864,2024-05-01_08-23-59,3000,609,515,104000.0,480,0.17,-11.78,113,113,23000.0,28000.0,dungav5edqgbu4otrmwwkzoejg4arfz4qqwo11knocfb
TEDDY,TED,,0.00002800,2024-05-01_08-23-59,3240,130,89,86000.0,163,-0.23,-29.29,-41.93,-41.93,14000.0,28000.0,8przttpmi4c6fju6hkxiibx9ewcvmsxj6ntfwmiq67s6
NIENIE,NIENIE,,0.00001399,2024-05-01_08-23-59,3660,288,239,46000.0,303,0,-30.76,-70.97,-70.97,10000.0,13000.0,9ylsxtctd47pepeomhbje1khbshzreynab1bijtwkq8x
GMDOG,GM,,0.052597,2024-05-01_08-23-59,720,924,735,209000.0,684,0,-0.17,-94.53,-94.53,46000.0,25000.0,62yi4ee4dxwdszmyo9duhzuapyvg8h8q2kmnppqeichg
Pussy Cat,Pussy,,0.059878,2024-05-01_08-23-59,780,41,19,10000.0,40,0,0,0.60,0.60,19000.0,98000.0,fzxtoi6ezyk1j42uuix9vdh3pahbuzgncp6deutepaq3
FreeCZ,$FreeCZ,,0.065060,2024-05-01_08-23-59,960,133,77,45000.0,129,0,0.20,28.72,28.72,29000.0,20000.0,axwmf933h6d47r5mjjwean6snh5cn8p8in9igppzyu6p
binksy,art,,0.0001772,2024-05-01_08-23-59,1080,927,821,99000.0,727,0,-22.85,-10.61,-10.61,27000.0,17000.0,gr2uunzjnvnbkvb2fxjtjgueupxcss48r7acfnuaiv9v
The bear market returns,BEAR,,0.0007670,2024-05-01_08-23-59,1560,3150,1822,18000000.0,968,0.61,4.70,23.79,23.79,13000000.0,767000.0,dhprcz8zyfss4ilfcnhf1d5qs9xfkaw6stbvu4bfy1ff
Four Months CZ,FOMO,,0.01783,2024-05-01_08-23-59,1980,42,2,33000.0,42,0,0,1M,1M,22000.0,178000000.0,hq4r3w7hjujvjrhpyypezhaqvtqvjcykmpkzbop5msei
Solana Street Bets,SSB,,0.052530,2024-05-01_08-23-59,2040,17,3,419.0,2,0,0,33.88,33.88,43000.0,25000.0,e2drogkx8sqwp5lmukhzwxa3uvvzbpyqpk94pfaokrnc
