token_name,token_symbol,token_address,current_price_usd,time,age,buys,sells,volume,makers,price_change_5m,price_change_1h,price_change_6h,price_change_24h,liquidity,fdv,pair_address
Canadian Cat,CATADA,,0.001320,2024-05-01_18-00-29,59,35,2,466.0,34,0.10,0.10,0.10,0.10,263000.0,132000.0,7c8bnwwyiqc8qknkqqj1nfmwfbcw759wsw9yru73kcnt
Unfuddables,PB&J,,0.00005888,2024-05-01_18-00-29,60,62,84,38000.0,63,14.02,14.02,14.02,14.02,22000.0,55000.0,cpbmhdu2wehqhhgj4mzhnwmqvau5ngzocbpmydvkbjpb
God of Fortune 财神,Fortune,,0.054889,2024-05-01_18-00-29,60,39,9,927.0,40,9.62,9.62,9.62,9.62,16000.0,48000.0,g3gcxrca2effx6pkfna8jdwfszmhw8atr3k7ucrbxkaj
DonKong,DK,,0.052466,2024-05-01_18-00-29,300,76,18,15000.0,71,33.61,138,138,138,21000.0,24000.0,8y1xon4hxvwhlaky2cqa9q7st96t5tehtjaenypomsqe
Hypnotoad,TOAD,,0.061697,2024-05-01_18-00-29,360,69,22,14000.0,69,-19.89,-14.25,-14.25,-14.25,25000.0,16000.0,9h2cbevzejh25gga6rxtqbmrkhzxmzvxzjmzsltbm5h3
Emo Pepe,EMOPEPE,,0.052231,2024-05-01_18-00-29,420,256,150,19000.0,219,-64.34,221,221,221,24000.0,22000.0,darpvbqryugjhnohge2jgxksw2aw1iim9y9fyakf32gt
Reservoir Cats,RATS,,0.00005875,2024-05-01_18-00-29,420,306,136,75000.0,298,45.36,13.93,13.93,13.93,22000.0,58000.0,gthe6ppvbqnven1ddcc9mfwxn1cag4ezyftuwfcetbu9
🇱🇷 Trump Pepe,$TRUPE,,0.0002247,2024-05-01_18-00-29,480,650,83,517.0,651,1.12,3.37,3.37,3.37,61000.0,89000.0,7uiceimc3qqw1xtfznimrvspcg4rylvavpuem9tstjtg
Book Of Ansom,BOMESOM,,0.058458,2024-05-01_18-00-29,720,55,139,15000.0,55,0.06,-23.76,-23.76,-23.76,15000.0,846.0,7ctdcyipgvspjgt8mbcysrr7t3fuwpc8qrs2s2ycalja
TRIXIEPUPPY,TPUP,,0.054071,2024-05-01_18-00-29,840,287,171,19000.0,270,-1.59,153,153,153,44000.0,44000.0,hzsz6elmgfhchrkbdpkrkdhhdxikqrcv59mocyjk1emt
