token_name,token_symbol,token_address,current_price_usd,time,age,buys,sells,volume,makers,price_change_5m,price_change_1h,price_change_6h,price_change_24h,liquidity,fdv,pair_address
Gury Vee,GuryVee,,0.0002548,2024-05-01_19-49-37,240,0,2,205.0,2,0.25,0.25,0.25,0.25,17000.0,254000.0,5jfu1yekokgnvkgowhbhdgayzknxxz6d4kfeqwx5wiwu
sheitlock homeless,SHEIT,,0.052029,2024-05-01_19-49-37,600,255,162,16000.0,212,-50.93,-33.46,-33.46,-33.46,15000.0,20000.0,a8is4glj5vvpup4wltzse5rvtvktwmkddt4ka8meydkd
Spider Cuz,CUZ,,0.051838,2024-05-01_19-49-37,660,89,64,14000.0,87,36.42,7.11,7.11,7.11,24000.0,18000.0,3mf9pduks4ckvywdghsbyywqfxuhsesqsnpdx9fcouqd
Tony Tony Chopper,Chopper,,0.059518,2024-05-01_19-49-37,720,81,6,45000.0,43,5.44,15.79,15.79,15.79,130000.0,70000.0,3453p9czm9fhkwejzfcmsbp1gtdsnc6n58wd8rkbzvmb
The Zen Zone,ZEN,,0.001610,2024-05-01_19-49-37,1140,1951,1758,485000.0,1936,4.11,24.14,24.14,24.14,290000.0,161000.0,ix7erfst2glxag1dhzur31k1dpxqv4gdxi1sfiupa7r
SnackSwap,SNACK,,0.0004942,2024-05-01_19-49-37,1320,91,12,85000.0,34,0.34,5.91,5.91,5.91,96000.0,49000.0,azo8kjrc8bqvmb5nqtsnqbohck2hqragqxyiz1tgvbnv
Trump is a silly fat guy,FatTrump,,0.00001886,2024-05-01_19-49-37,1320,115,10,89000.0,43,8.69,49.37,49.37,49.37,95000.0,58000.0,3hxclvrteyajvcmmnthgdrqgnwkkcjk6damvhicxoofu
Obuma,Obuma,,0.052880,2024-05-01_19-49-37,1500,548,373,40000.0,369,-19.18,320,320,320,27000.0,28000.0,5ktrzequbhxejgmedtw8vdrzhwgvdtkofxqrzmsy8jgq
Brian ,BRIAN ,,0.0001036,2024-05-01_19-49-37,1860,319,161,61000.0,268,-29.54,101,101,101,29000.0,103000.0,32ueqkfnxy2wjfh6csoj859pkttey9527ng3lomjm6mu
Lilo Twins,$LILO,,0.00006804,2024-05-01_19-49-37,2100,877,610,325000.0,615,-22.80,31.60,31.60,31.60,24000.0,47000.0,6am3cqveajbmuceiezmsfthnh6gygkrjby1bdvbgcwfr
No Rug Rick Token,$NRRT,,0.00008436,2024-05-01_19-49-37,2460,1233,758,369000.0,765,-23.87,62.86,62.86,62.86,27000.0,84000.0,fuf6a5cw9algz6vbjfs5edfr45jctc4ulbhkfatdjxrt
Cough Cat,CCat,,0.00001754,2024-05-01_19-49-37,2820,204,162,26000.0,243,0.66,-65.58,-65.58,-65.58,12000.0,17000.0,32umrcarxtkhedqb3s2alh4vx3l7f8iefp9awhydxjho
PISSING DOG,PISS,,0.079239,2024-05-01_19-49-37,2880,193,151,80000.0,170,-0.72,-16.47,-16.47,-16.47,17000.0,924.0,31v7uwuz5tsbhpseddfrdo3dcdc16ivmzcuxvtketkvk
JCwol,JCWOL,,0.00004410,2024-05-01_19-49-37,3480,783,780,123000.0,528,-16.04,500,500,500,33000.0,44000.0,6vszfp9yjlvz3hka8wucrjkte5wfrjurzpxtthm61mvu
JUGZ,JUGZ,,0.00001323,2024-05-01_19-49-37,3540,392,243,63000.0,300,-42.08,-77.43,-74.13,-74.13,10000.0,13000.0,8qusuvgnac178j1qsfv2dbsxwqxizvbfjbdyza3qvpjq
Telegrem,TG,,0.00002550,2024-05-01_19-49-37,3660,1781,1183,320000.0,1148,-91.21,-92.77,354,354,27000.0,31000.0,93aekl171l4fmqgvwzbtcggwjssklozkakkdghfp52l6
AiDrop,AiDrop,,0.00002429,2024-05-01_19-49-37,4020,609,467,98000.0,488,6.83,-37.44,-52.91,-52.91,14000.0,24000.0,fmi48nltdiyjrcnkzh68ltvyrcxv9tuxtu1ccw4wf8ry
HUMPCOIN,HUMP,,0.051954,2024-05-01_19-49-37,4740,148,46,35000.0,146,-2.21,7.42,35.58,35.58,10000.0,58000.0,52m5bbxgdrtkmcldjn4veyu6qzspymzkv56slchnach6
jew bidon,bidon,,0.002693,2024-05-01_19-49-37,4740,528,355,93000.0,420,-10.85,-25.26,829,829,10000.0,26000.0,7opq5g2qf2rssv8zjiapm6gzwqkbvhszk6bvcfu7imws
Vietnam Coin,Vietnam,,0.00009182,2024-05-01_19-49-37,4800,349,684,29000.0,304,-0.86,46.85,859,859,54000.0,91000.0,2gfqp814nvde5o8r3fqjrq6it1jyxtgad11x9422kczu
Blue King,BLUEKING,,0.001004,2024-05-01_19-49-37,4860,171,25,20000.0,43,0.67,1.88,6.40,6.40,96000.0,50000.0,8j1nwucq93anhfnqsgrh3rwwehfubo9b2uwyp15rvbpo
Mimi,MIMI,,0.00001213,2024-05-01_19-49-37,5160,743,576,148000.0,546,2.09,-65.14,-77.23,-77.23,10000.0,10000.0,dxdv9mjnwluvu8fec6ypuow1xwwvqwkucfwqhjsmczrm
SOLMATE AI,SOLMATE,,0.00001008,2024-05-01_19-49-37,5220,347,338,27000.0,316,0,-26.61,-37.46,-37.46,13000.0,10000.0,7d9s2dhyxn2dyvb3eg1ape6hgfjuuuuvt4nvnv2rteid
