token_name,token_symbol,token_address,current_price_usd,time,age,buys,sells,volume,makers,price_change_5m,price_change_1h,price_change_6h,price_change_24h,liquidity,fdv,pair_address
TRUMPWIFHAT,TRUMPWIF,,0.057237,2024-05-09_15-38-37,180,44,8,874.0,44,2.54,2.54,2.54,2.54,141000.0,71000.0,bjkhegxtiber1dxp2z8f26dxj2kbvadumbdkm1cayywe
Flawor,FLAWOR,,0.00002538,2024-05-09_15-38-37,180,213,136,55000.0,255,-63.23,-63.23,-63.23,-63.23,15000.0,25000.0,hlbz4gfi8pucueztj7rsfhuzqsq6tng5dzuvpyszwdnf
BORED AT WORK,BAW,,0.00005141,2024-05-09_15-38-37,240,83,30,32000.0,93,-11.43,-11.43,-11.43,-11.43,22000.0,51000.0,dq17ihspj1qmvtjupqrx5j46dfcvcbzoxopu6eetp2ve
Donald Trump,Trump,,0.00001126,2024-05-09_15-38-37,300,68,14,29000.0,55,7.08,9.59,9.59,9.59,127000.0,66000.0,6yy2peu1bdn3pfddsaiwobytw4phekiscshvrxcmeqna
Nala Cat,NALA,,0.00005023,2024-05-09_15-38-37,420,134,47,22000.0,110,-47.40,1557,1557,1557,12000.0,50000.0,5bnesjrwrgbequgizgdyljc2fvbmwxnzpp8gjawlyyfy
TRUMPWIFHAT,TRUMP,,0.056849,2024-05-09_15-38-37,540,69,10,55000.0,42,9.23,20.66,20.66,20.66,123000.0,67000.0,bfwuctwc1bdtnhzxsc7gftumivebnm3esrqbyhbqjecz
Smokey the Bear,Smoke,,0.0003741,2024-05-09_15-38-37,660,281,144,44000.0,219,-3.54,4341,4341,4341,10000.0,37000.0,gnwc7z1derp7bik3t7uefqg3qkgk5kfssnnaf1uzv92h
Sugar Glider Inu,SUGLI,,0.001789,2024-05-09_15-38-37,660,809,697,233000.0,781,-0.75,17.85,17.85,17.85,330000.0,178000.0,2jbwqnluklknffchpbxufnxqkda83ewyjbiqku3ozdhe
TRUMP2024,TRUMP2024,,0.00002432,2024-05-09_15-38-37,780,104,12,95000.0,52,5.17,24.00,24.00,24.00,179000.0,99000.0,2uqka3dzvppat1hcmpuhkdj2cuytnvp6aq4evybqn38j
HOOTIE,HOOTIE,,0.00003130,2024-05-09_15-38-37,780,270,165,42000.0,266,-11.52,-46.33,-46.33,-46.33,17000.0,31000.0,e557ffatrfnbbdaas199gheejcrrpuaddfahywhqvbxj
SolGoodman,Saul,,0.068488,2024-05-09_15-38-37,840,135,63,52000.0,139,-24.48,-78.82,-78.82,-78.82,14000.0,849.0,2qu5hfz3ovnmsgd9vqqpifj3twd8nfzyrhbuawajudmn
OBAMA WIF HAT,OBAMAWIF,,0.00002438,2024-05-09_15-38-37,1020,344,358,29000.0,310,170,-17.22,-17.22,-17.22,13000.0,24000.0,8z1xt6laaz8rz5ijmy7wuk6rk8dmcqga6exjbmzhxh6z
dogwifhat2,WIF2,,0.002311,2024-05-09_15-38-37,1020,376,226,189000.0,92,11.60,151K,151K,151K,119000.0,23000000.0,4plf387gjeb7ieajm7nrkmb3atctsx2btpkwtgpmptkx
BIG NATURALS,$NATURALS,,0.00001191,2024-05-09_15-38-37,1200,198,172,52000.0,229,33.10,-79.50,-79.50,-79.50,10000.0,11000.0,daa7dgwaqv8x9kursdl8h9dibuc8ai1kvh6swhyfprb
YIN,YIN,,0.006131,2024-05-09_15-38-37,1200,1388,903,688000.0,849,-51.38,664,664,664,45000.0,61000.0,5hmvnk1caccaq9tg2l6cdpjbvchgm6nbcaowt1emxsxy
Trump Hair,Trump Hair,,0.059115,2024-05-09_15-38-37,1260,139,15,85000.0,47,8.97,61.66,61.66,61.66,77000.0,49000.0,ey28qgv9gojeq7hfdt7kanzc4iumal2vdsy9mbwnbdsq
Apein,AEI,,0.063087,2024-05-09_15-38-37,1320,151,58,13000.0,150,0,102,102,102,34000.0,30000.0,fxhdnvk95uuwtsy1dxgrihihusqz1i4n8pfwhy42snpz
trumpio,trumpio,,0.0001201,2024-05-09_15-38-37,1380,1300,834,358000.0,906,-18.16,104,104,104,35000.0,116000.0,5r9ps85epwzbskfv918i4bdsbknbuopanuhy5apff5ke
The Catrix,CATRIX,,0.0007482,2024-05-09_15-38-37,1620,1424,1033,778000.0,696,-1.16,44097,44097,44097,66000.0,748000.0,8ro8tygczvbaaivtv4t1tutbdw4aaaa6v3fcfylmuz8y
Yeet Sol,YEETS,,0.051261,2024-05-09_15-38-37,1920,268,168,18000.0,217,-15.05,-54.95,-54.95,-54.95,12000.0,12000.0,earyhxo8shg1bdynp3wcveurtwkxaw9r7a2tccrnbigg
McDonald’s cat,MCAT,,0.00003112,2024-05-09_15-38-37,2280,70,38,96000.0,66,-43.30,3.37,3.37,3.37,21000.0,31000.0,6u297vdecbgoc3ovxwttnrkxr98omzwvnmpfwzwuhbuy
Mystery Coin Launch,Rabolution,,0.053527,2024-05-09_15-38-37,2460,259,173,55000.0,233,0,-93.95,-93.95,-93.95,59000.0,35000.0,2dupf5yezz2u5db38dgtbmxr9gfuzghmg6g2o7hsyiux
Cabal Trump,CABALT,,0.0001034,2024-05-09_15-38-37,2640,1587,902,301000.0,1124,-15.03,77.29,77.29,77.29,32000.0,103000.0,3c3ew8lccj37qqnlvwf3t2ytjircuk5t6ffe6f6bfaa5
Solana Rhoades,SOL,,0.065082,2024-05-09_15-38-37,2700,280,233,18000.0,242,40.24,-6.33,-6.33,-6.33,13000.0,14000.0,9tq7qejswkgwrwweftnupsae457d4xov14qo7pu55ubm
Trump Family Guy,FTrump,,0.051346,2024-05-09_15-38-37,2700,383,239,75000.0,318,0,77.87,77.87,77.87,18000.0,13000.0,9bs8a8eye4udazhyqpmqf3iw35hxb84ml9nmnkxrxeyc
VOTE BIDEN,VOTEB,,0.00005049,2024-05-09_15-38-37,2760,57,40,27000.0,50,249,2130,2130,2130,21000.0,50000.0,bxebxo5amgguqz1fa161bzdkurm6nrhblxxv2kb1pj5d
Pepe Kart Racing,PEPEKART,,0.052329,2024-05-09_15-38-37,2820,376,380,37000.0,300,1.94,80.80,80.80,80.80,21000.0,23000.0,hrmwz66g1dr9czfojkbwepjz6gsr9ccymzfrzzh1dre6
Shiba Shootout,SHIBASHOOT,,0.01685,2024-05-09_15-38-37,3120,17,7,71000.0,9,0,-0.09,-0.09,-0.09,77000000.0,370000000.0,hfptm2tbc6pyk2nlfymv2vgeaadydxetj4nrn2dfseau
trumpwifcat,TCAT,,0.0001002,2024-05-09_15-38-37,3240,245,120,14000.0,217,-4.98,1110,1110,1110,39000.0,10000.0,cfthlypsnyvlzncqjxurkpy8rb44nu41npog19wttbnb
Ore,ORE,,0.051335,2024-05-09_15-38-37,3420,27,7,552.0,7,0,168,168,168,15000.0,13000.0,cuxe8oekmxhfzthez9vkgevvrj9l1mf3tjy66gfjnfvy
KENNEDYWIFHAT,KENNEDYWIF,,0.055738,2024-05-09_15-38-37,3420,420,326,98000.0,333,-2.28,581,581,581,41000.0,57000.0,4bhosupeeqdvhi7jgik86hrdq2o8yrdm5njisqn4o8sy
