token_name,token_symbol,token_address,current_price_usd,time,age,buys,sells,volume,makers,price_change_5m,price_change_1h,price_change_6h,price_change_24h,liquidity,fdv
COCO,COCO,8xgjz3rpujumzyckvyxofd3m22lghy7wnzeq4xwh6pdj,0.0001044,2024-04-29_16-47-31,900,672,396,176000.0,596,5.18,87.87,87.87,87.87,31000.0,98000.0
Galxe,GAL,hkhdhk9x1buq7r6olagw67c7xjnux9ewrtjvaprkvzga,0.0004036,2024-04-29_16-47-31,1080,129,17,12000.0,119,1.19,6.04,6.04,6.04,782000.0,403000.0
Bidenwifhat,BIDEN,7jyamabja4z7kgyehu3ivsnkdsryyk3tafzegioqgyfb,0.057733,2024-04-29_16-47-31,1140,125,16,11000.0,50,8.62,45.57,45.57,45.57,126000.0,76000.0
Solana Depot,SOLDepot,9jhrht9mehwgdi4sz7tpfz9whwfg5ejy1ya2nyenvidu,0.00001873,2024-04-29_16-47-31,1320,501,326,66000.0,387,-19.01,2282,2282,2282,69000.0,18000.0
Pete The Turtle,PETE,c7bz2eec6r8nyqmzterysnrxasegwdzqq8czabdt2cgg,0.052198,2024-04-29_16-47-31,1380,265,329,54000.0,247,-1.57,25.73,25.73,25.73,24000.0,21000.0
WhisCat,WHIS,7n6xdzu9vrzdgp5rfzkhttqw2ugqujyf5mziwow8grcs,0.055239,2024-04-29_16-47-31,1380,401,369,47000.0,350,0.33,162,162,162,54000.0,52000.0
Palmela Handerson,HAND,amneeepvqtwyugrqa1evhcpvsnibyphf3betnofwwt9q,0.00001614,2024-04-29_16-47-31,1920,523,500,69000.0,432,31.84,752,752,752,95000.0,16000.0
🐭RAT GROK ON SOLANA,🐭RAT,7z4dqmd4nocjjuslqpby4s254gfzjw33p8ew2cxssqdg,0.0001690,2024-04-29_16-47-31,2040,1610,380,716.0,1608,0.21,0.21,0.21,0.21,37000.0,50000.0
Wolfie,WOLFIE,326umzsxhm372y5rea2ubvwdceyn39xeo82yrmj1l1kl,0.0003019,2024-04-29_16-47-31,2460,1195,816,536000.0,862,6.57,464,464,464,53000.0,301000.0
AstroAvocado,AVO,cf56zeqawvyny7uhmvnbrtv4x5cis5fxswsuvuymzzi3,0.001203,2024-04-29_16-47-31,2700,108,15,96000.0,45,1.44,8.72,8.72,8.72,92000.0,48000.0
AIEMP,AIEMP,8fpuwzeapbrx2cexi7bj98uv3tdrfzn8tt2dtgzkwfwl,0.075104,2024-04-29_16-47-31,2820,117,33,16000.0,115,2.14,15.64,15.64,15.64,91000.0,51000.0
APE WITH SWAG,$SWAGAPE,5glefzz7r3edtmh4nx5cxbkytj2cybc9d7xmzszejgdh,0.052226,2024-04-29_16-47-31,2820,2432,2454,372000.0,2251,-97.92,7.72,7.72,7.72,26000.0,22000.0
Pineapple Cat,PICA,4dhyjatcsfc7jhwgpbqydugysbaz6kkjvpvrgqmhufpz,0.0001332,2024-04-29_16-47-31,3000,469,775,84000.0,488,-9.47,-39.51,-39.51,-39.51,23000.0,13000.0
RICH MR PANDA,MR PANDA,8nrjrqfj5s3pvwtw8cbvy1gz5gpk73vi3jxwwg7gfe4c,0.059496,2024-04-29_16-47-31,3120,223,202,91000.0,225,15.02,303,303,303,80000.0,94000.0
The FrogFather,TFF,ekzubl8nad4ipffwjeyoi9zwfmdxnwjcpnmhivfpp7r1,0.00005096,2024-04-29_16-47-31,3240,511,384,131000.0,455,-5.99,-4.30,-4.30,-4.30,21000.0,50000.0
VIBE,VIBE,3aqteevkr1e3n6fndjn61eqlsqkgfsnqkegudmpkqq9w,0.051401,2024-04-29_16-47-31,3240,444,214,152000.0,377,-17.23,37.69,37.69,37.69,48000.0,140000.0
EigenLayer,EIGEN,adsqv5mym8fzuczosk1nta15bw7parak7r6kwzkgki54,0.00005812,2024-04-29_16-47-31,360,606,256,191000.0,212,2.52,46.34,46.53,46.53,960000.0,581000.0
Nike Elite Socks,ELITES,2t4natczf28d9tafdgxtljausdtwsk7e7fkrkdyeypxi,0.7495,2024-04-29_16-47-31,420,911,904,525000.0,572,-6.22,1535,32862,32862,42000.0,749000.0
Quack Capital / 5GddexuCGfWx1PgQ5tuHXvqqQ1t24Jwv3mPWeSxw73ys,QUACK,7phkqgrkgkl1krmuqjuoxgfych3rxnewyolbxsleopn5,0.00001207,2024-04-29_16-47-31,1020,22,6,25000.0,7,0,-4.39,31.15,31.15,13000.0,12000.0
Dexana,DEXANA,g9mj8yjou5r4fsvtchya4vx3cw9wkjlccyxpp4h1hsud,0.0006599,2024-04-29_16-47-31,1140,54,61,95000.0,40,4.56,-9.66,-5.87,-5.87,50000.0,659000.0
PULSR,PULSR,93dcmdn4fmmbsybhbusgwvpm6w55uzqz6s2bbbug29u7,0.01272,2024-04-29_16-47-31,1140,9,7,42000.0,6,-0.94,-2.18,-6.83,-6.83,17000.0,12000000.0
There Is No Meme I Love You,ILY,hburtcnju7yzicxpcj3opy1kz9mszk7vzv7keeupqsmm,0.00006354,2024-04-29_16-47-31,1200,2252,1466,860000.0,1262,-21.17,-75.11,20.01,20.01,25000.0,63000.0
WORK FOR YOUR BAGS,WORK,81phzuxr1d69b1xcjhdy6q5nquneaucmmzxd54rlejtc,0.053539,2024-04-29_16-47-31,1440,36,13,691.0,5,0,27.15,28.36,28.36,62000.0,35000.0
Red Green Blue,RGB,aarjxoh7g8il548gsccpj746sp5s5ajjxnrn6tholmsq,0.002028,2024-04-29_16-47-31,1500,9567,9279,26000000.0,7942,1.35,10.44,48.48,48.48,341000.0,202000.0
Planet of the Apes,APES,ebbfykdwcjxutmcppplslwkrvqdvehge9vhxibz1o86b,0.00001193,2024-04-29_16-47-31,1740,748,627,101000.0,524,17.32,-59.44,771,771,58000.0,11000.0
804,804,3wcbl1yd3sma8skzldwt9ogxnbtoxrsq6nfuikvone4v,0.052028,2024-04-29_16-47-31,1860,41,28,invalid value: 660,42,0,-18.01,-5.60,-5.60,13000.0,20000.0
FREECZ,FREECZ,48eb4vqqnjzmkpav9vmttjsbccc7zrwruxn7dyy3rfno,0.068594,2024-04-29_16-47-31,1860,4,1,invalid value: 140,1,0,0,20.93,20.93,15000.0,859.0
Fengi The Cat,FENGI,634ykphbcpbcfddfcikrv9kxa25dgfkkgavyan26htyt,0.067760,2024-04-29_16-47-31,2100,401,638,68000.0,411,-0.06,-50.59,-74.33,-74.33,14000.0,776.0
Pusse,PUSSE,bydcxgzjlxh7u7px1ntaixdjumytxbbs11lthihwsevz,0.0002593,2024-04-29_16-47-31,2340,1,1,46.0,1,0,1.50,1.50,1.50,10000.0,259000.0
Tsukiji,TSUKI,h1ldr5axfvnrc9cdlj24fxsr4b2brufddwc2x9zmaasg,0.064799,2024-04-29_16-47-31,2340,1474,1081,306000.0,913,-9.14,-86.16,499,499,36000.0,42000.0
Arug the Magic Carpet,$ARUG,d4nrrjd2zap9jv4qzay515sru32j3f2xbufdxt52jfkz,0.00004325,2024-04-29_16-47-31,2460,298,165,47000.0,279,1.03,12.22,-18.00,-18.00,19000.0,41000.0
Jesus wif Bible,JWB,bht3gorsscwuga1b2anlv8y1pfhgkx1cctkkxf3bjbcz,0.00003958,2024-04-29_16-47-31,2640,519,363,105000.0,436,0.92,50.00,-24.92,-24.92,19000.0,39000.0
Ham The Astrochimp,HAM,ajwczeft2k6sey1e4j2jjadjswsxcznmeckvtywo7mps,0.054383,2024-04-29_16-47-31,2820,304,247,50000.0,319,0,0.47,-91.70,-91.70,63000.0,43000.0
Atomic Token,AtomX,e78bqafhe1ftmn4ieimhth8ahvns2bmsw65cchrjp2nw,0.054257,2024-04-29_16-47-31,2880,438,338,58000.0,382,-0.30,-32.70,149,149,46000.0,42000.0
Dogeverse,DOGEVERSE,2kkgsymo1z6ku3js47mct9kavce7zrhe2mscdd8karp9,0.053867,2024-04-29_16-47-31,3120,6,1,invalid value: 380,3,0,0,466,466,13000.0,38000.0
CoolCoin,COOL,dbkv4uqdcykthtw9atly4zfdv1mmj6gdwtjtf8mvlzun,0.053472,2024-04-29_16-47-31,1140,18,3,562.0,2,0,0,28.31,28.31,61000.0,34000.0
CAT TOKEN,CAT,hnwzqqhdw8fzckwwruxj5bxbjraogpulvvleqvevyh75,0.054323,2024-04-29_16-47-31,1440,84,61,13000.0,97,-42.28,-57.05,-85.81,-85.81,43000.0,43000.0
mrPOTATO,POTATO,cm3r2r8o1kqy4hmhsc9cy5g2htr8p5zgbq2wvn8e3ip4,0.054916,2024-04-29_16-47-31,1500,340,281,28000.0,312,-0.90,-52.54,221,221,40000.0,43000.0
顔無し (Kaonashi),NOFACE,ejbm922ydnnpztnqbqkz857ct6atrt5kpx9bboyrwqtc,0.051075,2024-04-29_16-47-31,1680,518,572,102000.0,450,-7.83,-98.13,-73.72,-73.72,18000.0,10000.0
Alameda Research ,ALAMEDA,ezdd5padrycngkz1gzvqun9fzrpczh77nddzhzvpludo,0.0001394,2024-04-29_16-47-31,2040,774,1203,121000.0,602,0,-20.80,-39.10,-39.10,20000.0,13000.0
Solvation,SOLV,3kki7gdj5hlr8plojzegqjzpgldftryxcakesyogxn1z,0.0001206,2024-04-29_16-47-31,2280,284,184,34000.0,264,-0.39,0.91,10.72,10.72,57000.0,402000.0
Let's Go Boden,LGB,bpzwi5xappt8zcrwuytiqkutrpcryoxpfqar2lxbx7gv,0.057498,2024-04-29_16-47-31,2700,639,359,66000.0,516,-1.70,-9.36,413,413,48000.0,74000.0
Silver Surfer Solana,SSS,cig5rzypfeztnwucavnqcuqhk2wdyjvbwnf8fnimhjcn,0.0001854,2024-04-29_16-47-31,2760,85,57,11000.0,96,-0.33,-5.16,-7.81,-7.81,26000.0,185000.0
Nihao Cat,NIHAO,7or2j2klh4wmxxyncqwercssd1pw1gsuyck723qqjcpi,0.004069,2024-04-29_16-47-31,3000,12,10,394.0,7,0,6.31,10.25,10.25,14000.0,406000.0
caht,meow,9fy7foktgyp3dlzmvjnrxtb4nk4murx4bwtj5ki52mfh,0.0001004,2024-04-29_16-47-31,3060,431,692,45000.0,400,0,-2.57,-50.52,-50.52,16000.0,10000.0
QUACK AINT QUACKING,AIN'TQUACK,3svutpmtgsn6hh74furmkhyz6jjcut46jqutfgloouwy,0.053350,2024-04-29_16-47-31,3120,557,513,121000.0,501,0,-26.41,-93.76,-93.76,56000.0,33000.0
Mike Tysol,TYSOL,887amt21sgvuheg2e5raqayhrhahqjprlu4dpuheb9ut,0.066647,2024-04-29_16-47-31,3480,199,393,16000.0,177,0,0.15,-9.56,-9.56,11000.0,665.0
Wonk,WONK,bxk3yj2k1hcde7aswski5b83yypk2gcrd7atf4mkyfjc,0.069084,2024-04-29_16-47-31,4020,399,465,42000.0,323,0,-3.55,54.69,54.69,13000.0,908.0
Gucci Cat,GUCAT,gz98dqfzc4kyrjtuj5mmytdedhwrngu6m8hbfedf1xam,0.0002965,2024-04-29_16-47-31,4080,1299,1433,226000.0,961,-1.48,-91.52,-3.05,-3.05,34000.0,29000.0
FukuFlip,FUKU,6eazjb5czq9pneznjpv9qsxk7od72fpwnct4nhee3afy,0.00002937,2024-04-29_16-47-31,4080,1451,1183,502000.0,1007,0,-22.31,91.87,91.87,40000.0,29000.0
CoolCoin,COOL,9yapdswtaoduu79v5h8nteutbqxzpffymgjhftkjh84v,0.053619,2024-04-29_16-47-31,4260,43,9,559.0,3,0,0,33.66,33.66,62000.0,36000.0
Quack Capital,QUACK,7afkvh92osy8i4jacgdb2ti6otevdi3mbjxrzbnhfijv,0.0004592,2024-04-29_16-47-31,1080,10279,4977,171000000.0,5000,6.69,-1.47,4014,4014,342000.0,16000000.0
Fag Inu,FAG,h3amjrgssawjstugfxawswtfqde1fggazuw8sykw3zwb,0.0007519,2024-04-29_16-47-31,1080,81,130,27000.0,146,0,0,-65.21,-65.21,14000.0,752.0
PEPE,PEPE,fr63zeanajqxtakhxst5st37brcpcpmwn6hyjozhlxnp,0.066532,2024-04-29_16-47-31,1140,187,717,14000.0,162,0,-2.30,9.61,9.61,11000.0,653.0
Book of Trillionaire,BOT,2qeusgxrdwsbzkredkqqcegxtdq9knrephhtdzgz1jpi,0.0001156,2024-04-29_16-47-31,1200,415,1110,71000.0,413,-0.04,-0.15,-46.57,-46.57,19000.0,11000.0
SamTheCat,SAM,6mjjftvvsykrtuudzxcuqvthfw9hz5zptgcn7okjyujw,0.057856,2024-04-29_16-47-31,1320,163,551,27000.0,165,-0.25,-6.75,-70.94,-70.94,13000.0,786.0
FREECZ,FREECZ,7qsryqgr5kqw8jondqer8bonu6a9oztxijbe6dhc6lds,0.053812,2024-04-29_16-47-31,1320,288,269,57000.0,307,-13.05,-44.51,-92.98,-92.98,60000.0,38000.0
HurryPutterJeoBodenMew10Inu,SOLANA,d6dobcppqgugxqtk7vnuwan3ckjkw8nrjljqgjw9oz7d,0.052229,2024-04-29_16-47-31,1380,510,535,111000.0,495,0,-32.97,-18.77,-18.77,24000.0,22000.0
Quack Capital,QUACK,5h68dnafzxz8gqy2n5lp6aevsn6ktqfy7qssjxmcl7nf,0.001709,2024-04-29_16-47-31,1800,765,819,340000.0,625,0,-2.09,-57.19,-57.19,28000.0,17000.0
FreeCZ,FREECZ,f23slq12kwukpwnvjv5s3t1lcdm4371rdcmyjxk3eieg,0.002175,2024-04-29_16-47-31,1860,756,537,57000.0,336,-4.43,-16.50,406,406,19000.0,21000000.0
PROBE,PROBE,8k8gukp4snzvmzvymlmutlh9qlgmpktaoklsgwjxrehr,0.02857,2024-04-29_16-47-31,2160,0,2,788.0,2,0,0,-1.44,-1.44,15000.0,285000000.0
Chimpepe,CHPEP,872whebbam2spp82kkbeupepy2h3dmsprouxrvwcl6as,0.056194,2024-04-29_16-47-31,2340,405,261,16000.0,267,0.13,2.85,342,342,51000.0,61000.0
Erca,$ERCA,9bxv7vjctnek2fyaya1o9wqelrore73nr19zeczumadi,0.054207,2024-04-29_16-47-31,2400,1276,956,372000.0,899,0.53,2.36,-93.18,-93.18,63000.0,42000.0
Shork Tenk,TENK,bondry5ughg7dlcob4updidtsckgyrxf96vvrihksrks,0.0001298,2024-04-29_16-47-31,2880,3599,2846,799000.0,1681,-10.99,-20.94,6986,6986,19000.0,98000.0
CatteCat,CAT,g9nlnhmlyf8bpqvk1fsfxoaanioyfnnbl35tqrd7wjuq,0.00007155,2024-04-29_16-47-31,2940,892,742,160000.0,570,1.21,-13.83,936,936,46000.0,71000.0
JEWTUBE,JEWTUBE,57fyydn4z4g1dp9pfjxa3pkey8tnxbuhqsj2kgqcvf6w,0.068031,2024-04-29_16-47-31,3000,349,373,33000.0,287,0.03,-1.25,-40.87,-40.87,12000.0,803.0
THIEFZ,THIEFZ,hcm6h8ht4mgya6wtoaj11e1hgdyb1goi8ttxuuusybd1,0.053076,2024-04-29_16-47-31,3420,70,49,36000.0,64,0,-3.46,-11.95,-11.95,18000.0,25000.0
Sol Sacks,SACKS,pzgurmcly4jsrn36hwc7eqfbm64ngyquwqckapvht3l,0.069049,2024-04-29_16-47-31,3600,465,597,59000.0,364,0,1.73,51.25,51.25,13000.0,905.0
BOOK OF MILLIONAIRES,BOME2.0,bqfg6jvhmkqds8dqxy6rdjvdcqfghhvgdp4xkbjrf6gf,0.051273,2024-04-29_16-47-31,3660,15,5,18000.0,2,0,0,82.44,82.44,18000.0,12000.0
popoPOPOpopo,popo,i6my4szggulhraajlq7xmmbh54lmsrq5c2avguc334p,0.0001168,2024-04-29_16-47-31,3720,5550,4809,16000000.0,2411,35.55,126,12919,12919,22000.0,116000.0
MTV,MTV,8nulanpnwrocbysldxd3odlfhgw99rxab1vbaaoyfhud,0.0001169,2024-04-29_16-47-31,3840,213,757,46000.0,246,0.04,-0.21,-56.72,-56.72,21000.0,11000.0
deth,deth,6mjysnfqukt5wnkjjjvjucrak4yvdhqmr2rap3xynlcz,0.053722,2024-04-29_16-47-31,3840,587,512,125000.0,505,-0.79,-0.90,-92.98,-92.98,59000.0,36000.0
book of pump.fun,BOPF,96zjvb3bkpboibjmnupasb2jb2gony6gxwfcdfivvpm7,0.054343,2024-04-29_16-47-31,3900,995,837,374000.0,764,0,-0.69,-91.75,-91.75,65000.0,43000.0
Game Of Cats,GOCA,4hvmyszyeruy39fdjaqre6qrz9muqrewf4pawjlptibt,0.0001210,2024-04-29_16-47-31,4200,554,682,111000.0,500,0,-9.80,-52.67,-52.67,20000.0,12000.0
FreeCZ,FREECZ,ckfht1jbqaas5tlgp2ygqp6v5f6czzjzqivcwarqp1tn,0.002170,2024-04-29_16-47-31,1860,5850,3984,78000000.0,2562,-5.84,-16.48,3927,3927,545000.0,21000000.0
Wrapped Commune AI,wCOMAI,3ouzvgzqpt4y8d2yrtytkgec5rgu1ufzsehax8crp5lm,0.8043,2024-04-29_16-47-31,1980,143,50,38000.0,143,0,0,2.96,2.96,15000.0,80000.0
Don't Mess With Tesla,DMWTesla,8qvbuadavgqqij6yzhfwt3g4dp4rqcvpyjxdygm4qqec,0.0003761,2024-04-29_16-47-31,2160,2687,1200,10000000.0,354,-0.41,8.22,123,123,511000.0,376000.0
Fxck Raydum,$FRAY,bwiqsnfyipqduhcpvlz2qsk7bcduskifnowtxkhkm4vq,0.054001,2024-04-29_16-47-31,2340,417,255,67000.0,346,0,1.57,293,293,82000.0,18000.0
Sir Brett,$SRBRETT,3dey61xawcwdkemkrxur8zn3tda6r5bmgjremmsuzbod,0.055162,2024-04-29_16-47-31,2340,961,660,161000.0,663,-0.26,-0.95,-90.03,-90.03,69000.0,51000.0
SOL Goodman,SOLG,gb5hkbus15meayzzinbevyn6arbjb1p3fp8ztgd2emyv,0.00008760,2024-04-29_16-47-31,2400,249,399,41000.0,266,0,2.49,-53.50,-53.50,15000.0,876.0
Quack Capital,QUACK,fyqot5ycrxwqbrtdf27jhyhbbsovoflmxtnbela5blof,0.001029,2024-04-29_16-47-31,2700,154,237,26000.0,202,0,0,-70.46,-70.46,18000.0,10000.0
SAKAMOTO,阪本,e7vjtq3xuddq76nxpvupolgu2mbu5t9hhfewg6srgm2s,0.0001095,2024-04-29_16-47-31,2760,375,418,46000.0,368,0,1.95,-45.50,-45.50,17000.0,10000.0
MUFFY,MUFFY,gt4zrbl7n57ozjyesgy7kxkkvulq6dpvcl5adgdvdten,0.00002533,2024-04-29_16-47-31,2820,743,634,116000.0,589,0,14.53,193,193,24000.0,25000.0
Murvel,MURVEL,9ykop8jnl3oytybtqccnn6nj9ma4ybp52xhacawvv2rv,0.067808,2024-04-29_16-47-31,3060,293,350,21000.0,239,0.35,-4.80,29.52,29.52,12000.0,781.0
Mr.RATBURN,RATBN,cetdcmstk8et9ujqr5nwraufxetceibvc2ekavmxmmgt,0.00007645,2024-04-29_16-47-31,3120,263,191,50000.0,258,0,-5.23,45.92,45.92,26000.0,76000.0
TRANNYMANIACS,TRANY,9ix8wjt4fjkd7tufgrzzebqfkfnznubwbiragmtedyxo,0.055259,2024-04-29_16-47-31,3240,178,280,16000.0,156,0,0,-13.28,-13.28,10000.0,526.0
Quack Capital,QUACK,gk6kylpj1fb418evag7itegxtprb3snbqwbf3uiyr4gk,0.4415,2024-04-29_16-47-31,3300,53,64,30000.0,53,0,2111,21755,21755,10000.0,177000000.0
ALIEN PEPE,$ALIENPEPE,fzydor5cgumfgaeg4cxlzeljoywguxivqkm4vfzwaus6,0.052549,2024-04-29_16-47-31,3360,900,830,183000.0,717,-1.06,-16.57,25.68,25.68,34000.0,25000.0
Solintel,INTEL,bwqy1qshdufgazsmgwruqxnqh3d5uwd8hfh93kiee8sp,0.066581,2024-04-29_16-47-31,3540,66,78,17000.0,76,0,0,-71.22,-71.22,13000.0,658.0
Cobra,Cobra,7l9qnuoexs1ymazznfwdpbzu3ebc6xw8qpgha6mdozbm,0.00002999,2024-04-29_16-47-31,3600,2532,1509,950000.0,329,-0.39,2.95,76.03,76.03,458000.0,299000.0
