token_name,token_symbol,token_address,current_price_usd,time,age,buys,sells,volume,makers,price_change_5m,price_change_1h,price_change_6h,price_change_24h,liquidity,fdv,pair_address
Trump is a Dog,TrumpDog,,0.054916,2024-05-01_18-44-25,120,37,5,817.0,35,2.98,2.98,2.98,2.98,80000.0,40000.0,d7yw1vhfhac6ja8m3sje1yj1rmnhjgx5qxr3xd549bmk
AiDrop,AiDrop,,0.00007425,2024-05-01_18-44-25,120,122,59,21000.0,136,43.89,43.89,43.89,43.89,25000.0,74000.0,fmi48nltdiyjrcnkzh68ltvyrcxv9tuxtu1ccw4wf8ry
HUMPCOIN,HUMP,,0.051800,2024-05-01_18-44-25,840,123,28,19000.0,125,0.82,24.92,24.92,24.92,96000.0,54000.0,52m5bbxgdrtkmcldjn4veyu6qzspymzkv56slchnach6
jew bidon,bidon,,0.002045,2024-05-01_18-44-25,840,228,108,31000.0,210,-24.45,606,606,606,88000.0,20000.0,7opq5g2qf2rssv8zjiapm6gzwqkbvhszk6bvcfu7imws
Vietnam Coin,Vietnam,,0.00003918,2024-05-01_18-44-25,840,172,601,15000.0,219,121,309,309,309,35000.0,39000.0,2gfqp814nvde5o8r3fqjrq6it1jyxtgad11x9422kczu
Blue King,BLUEKING,,0.0009899,2024-05-01_18-44-25,900,59,10,27000.0,40,-0.93,4.86,4.86,4.86,96000.0,49000.0,8j1nwucq93anhfnqsgrh3rwwehfubo9b2uwyp15rvbpo
Mimi,MIMI,,0.00004565,2024-05-01_18-44-25,1260,538,346,105000.0,439,-18.53,-14.29,-14.29,-14.29,19000.0,43000.0,dxdv9mjnwluvu8fec6ypuow1xwwvqwkucfwqhjsmczrm
SOLMATE AI,SOLMATE,,0.00002081,2024-05-01_18-44-25,1320,330,268,26000.0,308,-22.82,29.08,29.08,29.08,19000.0,20000.0,7d9s2dhyxn2dyvb3eg1ape6hgfjuuuuvt4nvnv2rteid
Duper Dog,DUPDOG,,0.0004934,2024-05-01_18-44-25,1380,78,10,67000.0,34,-1.57,4.48,4.48,4.48,96000.0,49000.0,glb3cge2emtoxm3xpcydrawrfttp6g26gcesp6hwzgct
Bidenwifhat,BIDEN,,0.00001251,2024-05-01_18-44-25,1500,136,10,73000.0,45,10.91,62.18,62.18,62.18,66000.0,42000.0,eixeafztz24z9mdfzhpztvfpgqtka5hwop5aqm2rsk4j
